timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,delta,sequence_id,label
34:37.6,93.450378,-69.786263,-3.435115,0.01096,-0.000568,0.113877,0.210646,163,v
34:38.9,-13.977099,18.893129,-28.366413,0.023598,-0.003193,0.057805,1.324063,164,v
34:39.1,-111.931297,-13.648855,2.328244,0.030201,-0.021433,0.155363,0.201502,164,v
34:39.3,-36.015266,36.221375,-36.129772,0.024843,-0.005872,0.217173,0.198705,164,v
34:39.5,56.496181,-8.961832,-44.229008,0.031554,-0.003356,0.211734,0.194754,164,v
34:39.7,102.114502,-15.534351,-52.213741,-0.028713,-0.022624,0.110711,0.194275,164,v
34:39.9,17.893129,12.557252,-18.137405,-0.012746,0.015155,0.04817,0.211456,164,v
34:41.0,-4.328244,-1.847328,-18.076336,0.02284,0.031365,0.083541,1.119404,165,v
34:41.2,-99.167938,-4.351145,-15.251908,0.007307,-0.020405,0.052825,0.206381,165,v
34:41.4,-106.114502,36.648853,-63.992367,0.007199,-0.015912,0.214873,0.202785,165,v
34:41.6,18.992367,11.351145,-19.343512,0.016968,0.000162,0.208134,0.200986,165,v
34:41.8,119.274811,4.992366,-47.824429,-0.015669,-0.027847,0.137719,0.194136,165,v
34:42.0,81.725189,-1.145038,-54.755726,-0.044923,-0.00866,0.063704,0.195086,165,v
34:43.2,-21.328245,-12.564885,7.961832,0.030282,0.01142,0.057778,1.232112,166,v
34:43.4,-116.847328,-15.458015,-22.030535,-0.005358,-0.028307,0.080861,0.201577,166,v
34:43.6,-81.190842,18.503817,-41.992367,0.000487,-0.020946,0.221692,0.198931,166,v
34:43.9,49,14.557252,-22.969465,0.04062,-0.012097,0.210218,0.204387,166,v
34:44.0,114.236641,-30.366413,-65.816795,0.026386,-0.029904,0.160018,0.197312,166,v
34:44.3,76.96183,-3.091603,-48.885498,-0.031013,-0.011528,0.059022,0.201245,166,v
34:45.5,-31.748091,2.167939,-17.404581,0.020486,0.012178,0.088845,1.21618,167,v
34:45.7,-115.610687,-3.938931,-16.549618,0.00046,-0.027387,0.082972,0.20926,167,v
34:45.9,-89.587784,20.625954,-26.213741,0.026548,-0.015858,0.221692,0.194638,167,v
34:46.1,47.732826,24.435114,-40.549618,0.029633,-0.013666,0.201125,0.208439,167,v
34:46.3,100.229004,2.648855,-75.633591,0.028767,-0.019133,0.128058,0.192905,167,v
34:46.5,55.198475,-11.80916,-60.610687,-0.030255,0.003708,0.039835,0.194106,167,v
34:47.9,1.679389,-50.862595,36.786259,0.059401,0.003085,0.059266,1.438418,168,v
34:48.1,-128.648849,7.10687,-17.816793,0.013315,-0.031879,0.084298,0.192794,168,v
34:48.3,-106.480919,5.122138,7.839694,0.021677,-0.028199,0.206024,0.209865,168,v
34:48.5,32.961834,30.480917,-29.419847,0.052744,-0.020757,0.198419,0.19278,168,v
34:48.7,106.748093,21.412214,-82.519081,0.026115,-0.036669,0.142509,0.210537,168,v
34:48.9,92.618324,-14.824428,-83.694656,-0.019593,-0.021298,0.067953,0.195865,168,v
34:49.1,23.259542,0.870229,1.137405,-0.018429,0.029741,0.072932,0.204131,168,v
34:50.4,-13.335877,15.412213,-24.473282,0.028686,0.004059,0.08189,1.312406,169,v
34:50.6,-127.564888,-10.625955,-23.778625,0.000514,-0.02349,0.112849,0.212122,169,v
34:50.8,-59.778625,12.022901,-27.366413,0.016291,-0.014668,0.221692,0.191678,169,v
34:51.0,43.687023,22.458015,-39.152672,0.053231,-0.015317,0.196335,0.209975,169,v
34:51.2,92.984734,-45.992367,-42.366413,0.021704,-0.020378,0.184915,0.193039,169,v
34:51.4,70.557251,-75.206108,-33.625954,-0.029606,0.000785,0.071227,0.210066,169,v
34:52.9,-31.51145,-18.404581,-13.793893,0.016968,0.00755,0.059726,1.417809,170,v
34:53.0,-124.748093,-9.450381,-0.824427,-0.010554,-0.030688,0.101943,0.19062,170,v
34:53.3,-63.229008,2.175573,-11.862596,0.029335,-0.020351,0.208567,0.210526,170,v
34:53.5,53.549618,25.671755,-50.045803,0.069522,-0.026981,0.188433,0.196139,170,v
34:53.7,116.633591,76.206108,-132.328247,0.014938,-0.033124,0.129167,0.207753,170,v
34:53.9,53.267174,11.496183,-43.503819,-0.02598,0.005818,0.067033,0.19402,170,v
34:55.1,-30.389313,-8.770992,2.984733,0.02008,0.009363,0.070551,1.225658,171,v
34:55.3,-112.862595,-10.305344,15.351145,-0.00755,-0.018862,0.076937,0.198735,171,v
34:55.5,-84.511452,23.290077,-4.435114,0.048143,-0.01575,0.204346,0.211037,171,v
34:55.7,25.595419,49.198475,-72.068703,0.057047,-0.015696,0.194333,0.200672,171,v
34:55.9,141.549622,1.381679,-119.290077,0.00249,-0.031284,0.187973,0.200612,171,v
34:56.1,139.603058,-37.335876,-55.106869,-0.055504,-0.000704,0.010554,0.198382,171,v
34:57.4,-80.549622,72.061066,-68.519081,0.003139,-0.004005,0.087898,1.323034,172,v
34:57.6,-139.274811,-57.70229,23.51145,0.010527,-0.029119,0.161425,0.203638,172,v
34:57.8,-10.40458,10.419847,-26.954199,0.021271,-0.013098,0.20421,0.200818,172,v
34:58.0,113.580154,18.977098,-61.572517,0.019891,-0.018375,0.202478,0.200671,172,v
34:58.2,212.343506,17.251909,-92.28244,-0.003897,-0.037752,0.095421,0.188577,172,v
34:59.3,-27.29771,-27.274809,22.923664,0.018538,0.026413,0.036317,1.127228,173,v
34:59.5,-141.92366,-8.801527,-24.763359,0.013342,-0.014451,0.046276,0.19565,173,v
34:59.7,-130.916031,35.717556,-15.870229,0.033205,-0.034017,0.221692,0.210641,173,v
34:59.9,68.877861,1.389313,-27.839695,0.02579,-0.027414,0.205915,0.194567,173,v
35:00.1,204.35878,23.076336,-134.618317,0.020215,-0.039808,0.148435,0.212048,173,v
35:00.3,96.374046,5.290076,1.534351,-0.035154,0.022624,0.006738,0.195472,173,v
35:01.4,-30.603054,23.633587,-3.839695,0.008254,0.035722,0.014559,1.014037,174,v
35:01.6,-207.969467,44.29771,0.480916,0.029011,-0.035154,0.125352,0.21144,174,v
35:01.8,-76.778625,36.519085,-35.526718,0.021433,-0.030959,0.212167,0.19322,174,v
35:02.0,41.664124,-3.114504,-40.145039,0.03399,-0.022434,0.181532,0.209915,174,v
35:02.2,181.259537,-0.969466,-116.618324,0.013477,-0.042893,0.191491,0.195496,174,v
35:02.4,120.290077,-35.534351,-3.145038,-0.027008,0.019755,0.037264,0.19373,174,v
35:03.3,-37.503819,-5.053435,28.38168,0.004925,0.025574,0.047386,0.935513,175,v
35:03.5,-136.480911,4.801527,2.175573,0.032691,-0.015831,0.119181,0.192967,175,v
35:03.7,-84.71756,6.358778,-11.458015,0.010067,-0.005061,0.183237,0.195526,175,v
35:03.9,17.229008,-4.91603,-30.770992,0.048089,-0.000758,0.200313,0.209606,175,v
35:04.1,112.389313,-18.045801,-72.190842,0.017996,-0.020405,0.165485,0.194297,175,v
35:04.3,100.404579,-26.587786,-33.824429,-0.009661,0.003085,0.057372,0.210295,175,v
35:05.5,-56.427483,-10,-2.045802,0.031094,0.005954,0.07323,1.22458,176,v
35:05.7,-125.839691,-40.961834,20.977098,0.035641,-0.024599,0.109466,0.199907,176,v
35:05.9,-60.38168,33.488548,-36.480915,0.033963,-0.009147,0.211355,0.18932,176,v
35:06.1,79.610687,16.603054,-49.282444,0.034504,-0.012232,0.193846,0.20952,176,v
35:06.3,119.847328,1.328244,-67.801529,0.005683,-0.013098,0.133903,0.205856,176,v
35:07.5,-32.328243,-12.862596,4.167939,0.031392,0.01372,0.048008,1.214012,177,v
35:07.8,-98.496185,6.526718,-9.526717,0.012503,-0.014343,0.086653,0.209493,177,v
35:07.9,-76.28244,20.847328,-17.862595,0.023815,-0.015019,0.18846,0.193743,177,v
35:08.1,25.51145,13.80916,-30.312977,0.027441,-0.010662,0.187053,0.193431,177,v
35:08.4,99.427483,-41.419846,-48.030533,0.029065,-0.011961,0.159152,0.21277,177,v
35:08.6,102.625954,-16.32061,-71.28244,0.002706,-0.004655,0.080212,0.200177,177,v
35:09.7,-3.274809,28.61832,-15.175572,0.031013,0.040593,0.094122,1.123037,178,v
35:09.9,-79.809158,29.778625,-23.366413,0.05085,-0.009851,0.060646,0.193256,178,v
35:10.1,-118.236641,-21.793894,23.259542,0.027603,-0.005385,0.189705,0.210527,178,v
35:10.3,-11.977099,-3.229008,-10.198473,0.051039,0.000893,0.194685,0.198086,178,v
35:10.5,79.763359,23.580153,-82.702293,0.036236,-0.008092,0.160938,0.190705,178,v
35:10.7,110.618324,-37.923664,-93,0.006333,-0.005277,0.097126,0.209897,178,v
35:12.0,-37.748093,2.503817,-7.541985,0.043002,0.00617,0.06936,1.321893,179,v
35:12.2,-107.526718,-10.030535,25.877863,0.022895,-0.013991,0.126217,0.194097,179,v
35:12.4,-52.725189,20.12977,-15.511451,0.070957,-0.001651,0.200043,0.208546,179,v
35:12.6,37.29771,4.854962,-44.572517,0.059699,-0.00276,0.169409,0.194075,179,v
35:12.8,99.35878,-16.335878,-96.328247,0.025114,-0.019864,0.121428,0.210187,179,v
35:13.0,64.633591,36.862595,-64.213737,-0.017374,0.011907,0.077695,0.197673,179,v
35:14.1,-11.679389,-16.732824,10.198473,0.053015,0.01732,0.083459,1.128191,180,v
35:14.3,-82.770996,-7.167939,11.526717,0.004059,-0.008443,0.081349,0.194268,180,v
35:14.5,-83.977097,18.465649,-1.923664,0.038942,-0.009688,0.15945,0.196269,180,v
35:14.7,-5.946565,15.954199,-17.374046,0.068034,-0.007415,0.176147,0.208088,180,v
35:14.9,66.862595,12.732824,-68.374046,0.068765,-0.014153,0.173414,0.193174,180,v
35:15.1,89.32061,-33.770992,-99.145035,0.019782,-0.007388,0.115284,0.207987,180,v
35:15.3,41.32061,-0.251908,-32.198475,-0.029849,0.02257,0.061999,0.198336,180,v
35:16.5,-8.847328,-2.129771,-5.29771,0.045924,0.020459,0.076775,1.129213,181,v
35:16.7,-44.038166,40.206108,-44.290077,-0.005927,-0.004438,0.067601,0.191168,181,v
35:16.9,-128.038162,17.541985,9.503817,0.058292,-0.015236,0.180396,0.210544,181,v
35:17.1,-0.671756,10.839695,-27.793894,0.06024,-0.003708,0.205293,0.199929,181,v
35:17.3,91.900764,5.442748,-66.824425,0.040322,-0.016535,0.159287,0.18901,181,v
35:17.5,85.748093,24.51145,-34.832062,-0.017888,0.003166,0.104676,0.210231,181,v
35:18.6,-5.427481,-10.229008,-3.656489,0.035343,0.010744,0.08511,1.117507,182,v
35:18.8,-86.236641,-16.610687,10.358779,0.003193,-0.015804,0.076937,0.20821,182,v
35:19.0,-104.099236,19.282442,-8.083969,0.053015,-0.020567,0.183562,0.193411,182,v
35:19.2,23.80916,54.328243,-51.068703,0.019674,-0.013396,0.176147,0.201021,182,v
35:19.4,95.748093,-30.099237,-38.603054,0.019701,-0.014884,0.157366,0.202842,182,v
35:19.6,104.572517,-28.267176,-69.564888,-0.038374,-0.00774,0.074718,0.199217,182,v
35:20.7,2.671756,10.312977,-9.488549,0.017807,0.010662,0.084028,1.1257,183,v
35:20.9,-92.412216,29.160305,-8.221375,0.008849,-0.01759,0.087086,0.193451,183,v
35:21.1,-76.71756,26.51145,-8.328244,0.037508,-0.021568,0.191383,0.211034,183,v
35:21.3,29.923664,18.793894,-40.106869,0.048955,-0.015101,0.196741,0.195764,183,v
35:21.5,92.419846,-5.580153,-67.740456,0.031473,-0.019728,0.139911,0.193235,183,v
35:21.7,98.809158,-17.389313,-38.274811,-0.01115,-0.000974,0.054692,0.215135,183,v
35:22.9,-56.404579,-6.748092,-22.969465,0.007929,-0.002381,0.049064,1.211731,184,v
35:23.1,-124.122139,9.511451,-10.679389,0.021,-0.029281,0.138287,0.210206,184,v
35:23.3,-9.183207,15.679389,-34.114502,0.055613,-0.003978,0.221692,0.203411,184,v
35:23.5,97.702293,-1.083969,-78.854965,0.029146,-0.030039,0.161804,0.198568,184,v
35:23.7,95.908394,13.091603,-77.450378,-0.023571,-0.010257,0.118045,0.193314,184,v
35:23.9,20.015266,18.51145,10,0.003653,0.02441,0.051743,0.199875,184,v
35:25.2,-56.557251,-18.526718,14.59542,0.048712,-0.013206,0.066952,1.221301,185,v
35:25.4,-117.541985,23.480917,17.526718,0.0164,-0.040404,0.144078,0.212242,185,v
35:25.6,-16.442749,27.114504,-36.183205,0.06254,-0.022732,0.202397,0.18806,185,v
35:25.8,86.267174,11.877863,-81.702293,0.036642,-0.027928,0.169869,0.208293,185,v
35:26.0,141.038162,60.435116,-87.450378,-0.015398,-0.037779,0.111523,0.197942,185,v
35:27.1,9.541985,-10.977099,0.335878,0.04062,0.030093,0.114067,1.127466,186,v
35:27.3,-48.450382,-14.572519,-1.335878,0.012205,-0.004303,0.032339,0.197473,186,v
35:27.5,-115.404579,-17.648855,27.557251,0.033801,-0.020215,0.154606,0.206322,186,v
35:27.7,-14.541985,18.335878,-22.87023,0.046899,-0.006008,0.194197,0.193458,186,v
35:27.9,97.946564,25.862595,-75.290077,0.042975,-0.019133,0.176769,0.208985,186,v
35:28.1,102.801529,-15.564885,-58.35878,0.00368,0.001759,0.105461,0.194209,186,v
35:29.3,-32.435116,-3.679389,20.763359,0.007307,0.013342,0.089792,1.232731,187,v
35:29.5,-105.412216,2.145038,-13.679389,-0.013071,-0.01529,0.109006,0.19874,187,v
35:29.7,-83.931297,18.946566,-31.564886,0.025628,-0.020053,0.188812,0.200501,187,v
35:29.9,13.259542,26.786259,-43.839695,0.009309,-0.015967,0.18984,0.200276,187,v
35:30.1,114.473282,34.236641,-54.175571,0.001651,-0.020297,0.156743,0.20083,187,v
35:30.3,83.511452,-9.893129,-23.580153,-0.014532,-0.002219,0.101889,0.201021,187,v
35:31.5,-35.488548,14.038168,5.251908,0.024275,-0.001353,0.062622,1.223312,188,v
35:31.7,-99.305344,13.938931,-2.557252,0.001028,-0.020973,0.125054,0.190156,188,v
35:31.9,-32.229008,41.34351,-24.87023,0.032556,-0.016995,0.198473,0.20968,188,v
35:32.1,41.076336,1.633588,-27.641222,0.021596,-0.017211,0.198446,0.19421,188,v
35:32.4,103.465652,-9.083969,-52.152672,0.011853,-0.018592,0.159179,0.209014,188,v
35:32.5,130.519089,-9.534351,-20.404581,-0.03694,0.002923,0.053231,0.193104,188,v
35:33.6,-17.221375,-15.297709,21.427481,0.03196,0.011853,0.054449,1.030029,189,v
35:33.8,-97.343513,-11.068703,-8.40458,0.013342,-0.009201,0.09921,0.193372,189,v
35:34.0,-80.152672,-4.137404,-4.519084,0.041161,-0.011745,0.187053,0.209689,189,v
35:34.2,23.984734,16.977098,-42.374046,0.05637,-0.006928,0.184428,0.193006,189,v
35:34.4,71.061066,-28,-89.923668,0.057669,-0.010771,0.153388,0.206858,189,v
35:34.6,83.770996,71.946564,-113.671753,-0.043408,-0.001028,0.089819,0.190103,189,v
35:35.7,-1.961832,-37.603054,25.778625,0.031771,0.006333,0.087059,1.135647,190,v
35:35.9,-86.870232,21.458015,-1.770992,0.022434,-0.010121,0.104703,0.186559,190,v
35:36.1,-70.664124,32.190838,-13.282443,0.046087,-0.009445,0.18229,0.215534,190,v
35:36.3,-1.480916,54.450382,-56.145039,0.051445,-0.008606,0.184401,0.187577,190,v
35:36.5,60.068703,-7.91603,-106.770996,0.029416,-0.017374,0.150167,0.209528,190,v
35:36.7,106.458015,-8.328244,-23.641222,-0.006522,-0.012205,0.097965,0.196835,190,v
35:37.8,-31.648855,-23.175573,3.320611,0.037535,0.00184,0.053637,1.125366,191,v
35:38.0,-105.541985,27.526718,-13.282443,0.036831,-0.013748,0.156202,0.193743,191,v
35:38.2,-40.114502,18.32061,-25.496183,0.041649,-0.001948,0.179422,0.209693,191,v
35:38.4,48.900764,49.427483,-77,0.036507,-0.007009,0.162372,0.193398,191,v
35:38.6,98.091606,11.152672,-63.419846,0.01437,-0.007713,0.143673,0.210074,191,v
35:38.8,67.916031,2.923664,-22.007633,-0.017103,0.011556,0.06089,0.193525,191,v
36:36.9,-4.21374,37.9771,-6.694656,-0.015128,0.045085,0.13642,58.106469,192,v
36:37.1,13.572519,-30.068703,4.442748,-0.036804,0.040268,0.087843,0.209864,192,v
36:37.3,-109.610687,-4.748092,-47.503819,0.006278,-0.024221,0.011068,0.193753,192,v
36:37.5,-164.992371,20.458015,-40.931297,0.008687,-0.08262,0.221692,0.209544,192,v
36:37.7,78.992363,0.625954,-74.419846,-0.032447,-0.046655,0.221692,0.193396,192,v
36:37.9,229.969467,35.854961,-37.809162,-0.022326,-0.071633,0.131738,0.210524,192,v
36:38.1,1.900763,-6.022901,-2.091603,-0.03924,0.02073,0.03031,0.198843,192,v
36:39.3,23.404581,-0.862595,-32.526718,0.011204,0.048279,0.093527,1.122553,193,v
36:39.5,-110.175575,14.977099,-77.045799,0.00276,-0.008037,0.027576,0.191897,193,v
36:39.7,-150.977097,47.198475,-61.969467,-0.097478,-0.053069,0.221692,0.209035,193,v
36:39.9,-24.351145,15.083969,-14.236641,-0.014884,-0.028956,0.221692,0.19261,193,v
36:40.1,102.694656,2.801527,-36.076336,-0.001515,-0.040485,0.17888,0.210806,193,v
36:40.3,137.412216,21.19084,-39.076336,-0.021785,-0.025574,0.127598,0.1934,193,v
36:40.5,37.755726,-18.274809,-14.274809,-0.077776,0.019025,0.024166,0.193124,193,v
36:42.1,42.122139,25.862595,5.778626,0.013287,0.063515,0.093202,1.631687,194,v
36:42.3,-18.717558,-23.351145,-14.893129,0.012016,0.040728,0.053393,0.208694,194,v
36:42.5,-111.015266,-52.129772,-43.984734,-0.010852,-0.012963,0.033611,0.197415,194,v
36:42.7,-210.671753,15.900764,-72.244278,-0.032772,-0.08262,0.176905,0.205141,194,v
36:42.9,-14.496183,32.778625,0.847328,-0.009309,-0.052744,0.221692,0.194024,194,v
36:43.1,52.908398,29.885496,-43.152672,0.013666,-0.065111,0.170302,0.2093,194,v
36:43.3,176.389313,-13.816793,-67.267174,-0.017753,-0.070172,0.201883,0.194483,194,v
36:43.5,175.534348,-8.282443,-64.099236,-0.068359,-0.044111,0.030472,0.193173,194,v
36:43.7,-9.679389,19.67939,5.160306,-0.002679,0.065247,0.034396,0.210383,194,v
36:44.8,49.328243,-13.427481,-3.916031,0.012584,0.047196,0.08281,1.117265,195,v
36:45.0,-19.664122,-4.305344,-11.396947,0.013802,0.048062,0.078345,0.208281,195,v
36:45.2,-66.114502,44.34351,-16.335878,-0.031933,0.016806,0.007604,0.193993,195,v
36:45.4,-250.129776,63.183205,-42.893131,-0.073013,-0.113309,0.131684,0.206747,195,v
36:45.6,-23.312977,24.534351,-25.396946,-0.040755,-0.040322,0.191816,0.200328,195,v
36:45.8,113.167938,28.061069,-63.038166,0.016481,-0.064868,0.221692,0.203208,195,v
36:46.0,229.671753,6.877862,-86.854965,-0.014072,-0.077506,0.115447,0.198192,195,v
36:46.2,75.083969,-83.335876,-15.030535,-0.081646,0.004682,-0.003491,0.193382,195,v
36:47.8,30.389313,-40.603054,-22.206106,0.023706,0.048198,0.147136,1.528693,196,v
36:48.0,4.687023,-17.641222,-5.839694,0.023003,0.057669,0.085841,0.20766,196,v
36:48.2,-20.465649,0.282443,-25.053434,0.020648,0.022137,0.04154,0.200454,196,v
36:48.4,-236.122131,23.045801,-27.625954,-0.015236,-0.069144,0.02579,0.200149,196,v
36:48.6,-69.419846,91.893127,-61.65649,-0.054665,-0.047115,0.221692,0.198265,196,v
36:48.8,34.717556,57.961834,-73.122139,0.050119,-0.050498,0.204562,0.194219,196,v
36:49.0,243.045807,-19.900763,-100.870232,-0.00322,-0.088276,0.209893,0.211794,196,v
36:49.2,91.71756,-1.206107,6.145038,-0.052176,0.000406,-0.057534,0.192087,196,v
36:51.1,2.748092,47.969467,-43.229008,0.032096,0.016589,0.023896,1.9239,197,v
36:51.3,-187.572525,-15.221375,-84.725189,0.012367,-0.038726,0.069306,0.209137,197,v
36:51.5,-58.435116,53.70229,-45.625954,0.03169,-0.033828,0.221692,0.194988,197,v
36:51.7,3.473282,-3.717557,-53.9771,-0.003897,-0.039132,0.112199,0.193501,197,v
36:51.9,124.251907,13.282443,-53.778625,0.037725,-0.05223,0.221692,0.211382,197,v
36:52.1,230.053436,38.847328,-116.587784,-0.042839,-0.069847,0.077343,0.193361,197,v
36:52.3,-0.389313,-34.335876,25.213741,-0.063406,0.04495,0.035505,0.20955,197,v
37:07.8,80.610687,5.366412,4.442748,0.035478,0.044328,0.121833,15.465654,198,v
37:08.0,-25.229008,1.099237,-20.091602,0.042406,0.020567,0.03832,0.194127,198,v
37:08.2,-222.854965,16.015266,-74.648857,0.022895,-0.073419,0.039565,0.210761,198,v
37:08.4,-66.442749,53.587788,-30.87023,-0.014803,-0.036182,0.221692,0.195586,198,v
37:08.6,127.572517,108.870232,-146.343506,0.06503,-0.051553,0.221692,0.198541,198,v
37:08.8,230.862595,1.824427,-98.152672,-0.080537,-0.082242,0.02395,0.206899,198,v
37:09.0,-45.450382,-16.748091,24.366413,-0.052825,0.055531,0.007063,0.19921,198,v
37:10.2,28.656488,-10.061069,-27.015266,0.029038,0.05564,0.125352,1.224253,199,v
37:10.4,-25.732824,-0.381679,-29.19084,0.007929,0.032474,0.046682,0.191692,199,v
37:10.6,-135.770996,-19.793894,-40.068703,0.012936,-0.040539,0.0351,0.212013,199,v
37:10.8,-187.916031,112.068703,-58.625954,0.006062,-0.082702,0.221692,0.194281,199,v
37:11.0,91.106873,40.053436,-64.625954,0.006522,-0.043272,0.221692,0.203767,199,v
37:11.2,250.137405,-19.007633,-118.274811,-0.023706,-0.068223,0.112362,0.193184,199,v
37:11.4,48.38168,-55.694656,5.274809,-0.091795,0.016156,-0.043732,0.211755,199,v
37:11.6,-22.801527,-7.480916,29.465649,-0.035343,0.075963,0.111956,0.198454,199,v
37:12.7,61.465649,-7.755725,-15.175572,0.043299,0.053339,0.082188,1.128477,200,v
37:12.9,-98.740456,-16.725191,-30.854961,0.032258,-0.010473,0.00801,0.193763,200,v
37:13.1,-231.152664,108.763359,-60.801525,-0.040458,-0.08695,0.174469,0.19814,200,v
37:13.3,24.740458,39.61832,-45.763359,0.042027,-0.042406,0.221692,0.20406,200,v
37:13.5,123.816795,41.106869,-84.442749,0.017726,-0.050552,0.208838,0.194567,200,v
37:13.7,246.145035,-55.374046,-82.954201,-0.089521,-0.068169,0.048522,0.212187,200,v
37:13.9,-15.801527,-4.793893,19.564886,-0.056018,0.046899,0.007361,0.190603,200,v
37:15.3,23.725191,2.358779,-14.267176,0.006982,0.023355,0.038672,1.428264,201,v
37:15.6,-161.587784,-6.152672,-59.198475,0.005412,-0.058481,0.04771,0.207383,201,v
37:15.8,-121.099236,68.335876,-47.832062,-0.00893,-0.06024,0.221692,0.200772,201,v
37:15.9,65.458015,9.572519,-46.496181,0.023733,-0.03721,0.14895,0.187993,201,v
37:16.2,206.854965,-36.603054,-161.297714,-0.03694,-0.078101,0.204968,0.208867,201,v
37:16.3,67.381676,-24.007633,-59.9771,-0.050038,0.01299,-0.026304,0.19423,201,v
37:17.9,11.816793,-38.541985,13.274809,0.050579,0.045816,0.071363,1.536548,202,v
37:18.1,-123.809158,-10.122137,-110.412216,0.048631,-0.043191,0.017076,0.199325,202,v
37:18.3,-248.465652,59.687023,-138.335876,-0.006901,-0.085354,0.206213,0.202783,202,v
37:18.5,-15.954199,39.557251,-8.267176,-0.005548,-0.039781,0.221692,0.197635,202,v
37:18.7,214.763351,30.305344,-43.35878,0.031608,-0.066573,0.221692,0.194509,202,v
37:18.9,223.129776,-36.9771,-105.198471,-0.01299,-0.061864,0.087789,0.209907,202,v
37:19.1,-2.801527,-65.885498,-5.458015,-0.099101,0.031446,0.051986,0.19445,202,v
37:20.5,-55.67939,-7.541985,-75.312981,0.050904,-0.008633,0.016751,1.423819,203,v
37:20.7,-210.877869,-13.847328,-117.564888,-0.010554,-0.057561,0.151683,0.198607,203,v
37:20.9,-19.610687,32.595421,-34.206108,-0.065111,-0.039132,0.221692,0.205768,203,v
37:21.1,134.442749,66.412216,-31.824427,0.006847,-0.049415,0.221692,0.197371,203,v
37:21.3,250.137405,16.267176,-99.419846,-0.01188,-0.058644,0.044734,0.207953,203,v
37:21.5,10.61832,-18.114504,6.267176,-0.052392,0.030634,0.043841,0.192212,203,v
37:22.9,6.656488,-16.648855,-20.114504,0.023842,0.057805,0.078561,1.427119,204,v
37:23.1,-22.893129,-14.267176,-22.80916,0.037562,0.038103,0.059374,0.205777,204,v
37:23.3,-157.847336,0.625954,-96.541985,-0.009336,-0.052555,0.000108,0.192928,204,v
37:23.5,-159.694656,15.21374,-65.969467,-0.0105,-0.0853,0.221692,0.194583,204,v
37:23.7,120.793892,63.160305,-51.809162,0.049605,-0.035587,0.221692,0.210793,204,v
37:23.9,191.473282,-29.442749,-129.839691,0.039565,-0.050417,0.11569,0.20385,204,v
37:24.1,78.190842,-81.290077,-13.480916,-0.066816,-0.01529,0.02441,0.198643,204,v
37:25.5,-5.229008,-46.900764,-28.824427,0.057372,0.029308,0.049984,1.315641,205,v
37:25.7,-187.145035,3.916031,-46.145039,-0.032014,-0.052419,0.014018,0.205007,205,v
37:25.9,-88.290077,7.458015,-50.931297,0.076532,-0.0666,0.221692,0.19492,205,v
37:26.1,109.992363,28.465649,-86.732826,0.063596,-0.042812,0.220935,0.208512,205,v
37:26.3,170.381683,-44.496181,-106.007637,-0.050525,-0.040593,0.028172,0.195383,205,v
37:27.6,26.877863,8.389313,4.358778,0.035911,0.013856,0.0456,1.327518,206,v
37:27.8,-177,-24.603054,-35.946564,-0.021298,-0.044192,0.069117,0.199849,206,v
37:28.0,-107.015266,55.083969,-42.221375,0.000731,-0.053096,0.221692,0.205959,206,v
37:28.2,67.32061,22.305344,-49.70229,0.076477,-0.048035,0.188514,0.193566,206,v
37:28.4,181.297714,-21.022902,-100.954201,-0.025438,-0.044436,0.195875,0.209511,206,v
37:28.6,104.984734,-36.824429,-37.137405,-0.052176,0.004573,-0.015994,0.193466,206,v
37:30.2,20.022902,-22.656488,-10.122137,0.047873,0.034396,0.09377,1.619764,207,v
37:30.4,-76.786263,-63.038166,-52.946564,0.046493,-0.013477,0.04817,0.209871,207,v
37:30.6,-216.343506,48.786259,-96.786263,-0.027657,-0.063109,0.098858,0.196672,207,v
37:30.8,-4.076336,33.259541,-21.916031,-0.008281,-0.03399,0.210164,0.206863,207,v
37:31.0,103.114502,13.908397,-54.70229,0.028307,-0.058941,0.213926,0.202552,207,v
37:31.2,202.274811,18.641222,-117.229004,0.012882,-0.043678,0.12408,0.20014,207,v
37:36.9,24.526718,11.129771,-6.969466,-0.013477,0.061891,0.082404,5.633011,208,v
37:37.1,-53.167938,23.916031,-14.816793,0.016373,-0.000162,0.012313,0.193288,208,v
37:37.3,-161.954193,-25.122137,-147.938934,-0.049848,-0.077695,0.122889,0.209245,208,v
37:37.5,26.114504,-3.793893,-57.198475,-0.116069,-0.020134,0.221692,0.194605,208,v
37:37.7,216.328247,52.183205,-42.65649,-0.044761,-0.046195,0.206538,0.210039,208,v
37:37.9,152.748093,-7.351145,9.992367,-0.014803,-0.044571,-0.01916,0.194188,208,v
37:39.7,-22.725191,-25.610687,-9.793893,0.04403,0.051797,0.057317,1.827283,209,v
37:39.9,-159.740463,36.984734,-140.648849,-0.027739,-0.045491,0.024248,0.202297,209,v
37:40.1,-201.809158,18.213741,-127.60305,0.006008,-0.114527,0.221692,0.202417,209,v
37:40.3,138.580154,33.923664,-88.709923,-0.045924,-0.073392,0.221692,0.201502,209,v
37:40.5,250.137405,1.137405,-64.503815,-0.035803,-0.086599,0.097856,0.194627,209,v
37:40.7,-1.145038,-6.366412,-20.519083,-0.039051,0.031581,-0.019864,0.206592,209,v
