timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,delta,sequence_id,label
08:44.0,-215.763351,35.068703,166.137405,0.034531,-0.098154,0.185348,0.195125,573,b
08:44.2,25.442749,-7.267176,17.961832,0.004195,-0.033801,0.221692,0.212756,573,b
08:45.0,-47.061069,-36.946564,-69.328247,0.005277,0.036155,0.059915,0.821817,574,b
08:45.2,-104.671753,-34.404579,-157.030533,-0.044544,-0.060863,0.106841,0.199064,574,b
08:45.4,62.862595,15.572519,-175.473282,-0.10657,-0.075233,0.221692,0.204696,574,b
08:45.6,195.595413,67.809158,-41.458015,-0.136501,-0.056018,0.178556,0.194068,574,b
08:45.8,73.213737,59.900764,68.778625,-0.069739,-0.002598,0.002219,0.207119,574,b
08:46.0,-106.900764,64.106873,109.977097,-0.041188,-0.004817,0.016589,0.197278,574,b
08:46.2,-192.969467,70,93.183205,-0.078751,-0.063596,0.156283,0.198494,574,b
08:46.4,-89.64122,-44.045803,62.900764,-0.015263,-0.03261,0.221692,0.206145,574,b
08:47.2,-12.259542,-6.679389,-34.427483,-0.003356,0.035695,0.026764,0.821784,575,b
08:47.4,-94.458015,-38.0229,-155.885498,-0.008064,-0.046439,0.137746,0.199713,575,b
08:47.6,-7.129771,-110.748093,-188.526718,-0.108871,-0.102565,0.221692,0.200246,575,b
08:47.8,223.381683,-3.015267,-106.908394,-0.085056,-0.064462,0.169598,0.190686,575,b
08:48.0,134.625961,49.404579,75.770996,-0.12527,-0.00414,0.030851,0.206804,575,b
08:48.2,-18.29771,-4.557252,87.854965,-0.032691,0.027657,-0.000595,0.194567,575,b
08:48.4,-215.106873,71.274811,136.351151,-0.060808,-0.035749,0.055477,0.21228,575,b
08:48.6,-126.786263,10.748092,119.709923,0.033016,-0.100157,0.221692,0.198148,575,b
08:48.8,34.091602,-7.992366,-5.755725,-0.013477,-0.025709,0.140642,0.204223,575,b
08:49.6,-50.648853,4.70229,-46.160305,0.004303,0.024275,0.056857,0.812495,576,b
08:49.9,-31.541985,-57.694656,-188.404587,-0.009526,-0.038861,0.143673,0.211033,576,b
08:50.0,70.938934,-41.816795,-182.809158,-0.083919,-0.059888,0.214575,0.196544,576,b
08:50.2,183.2061,47.9771,-27.030535,-0.139316,-0.012178,0.115772,0.195368,576,b
08:50.5,101.580154,54.007633,94.977097,-0.067601,0.000379,0.035127,0.210763,576,b
08:50.6,-68.328247,174.030533,80.625954,-0.004059,0.006901,0.003383,0.187924,576,b
08:50.9,-249.778625,67.916031,56.160305,-0.105488,-0.047954,0.141995,0.210678,576,b
08:51.1,-135.557251,-23.244274,119.572517,-0.059049,-0.04541,0.221692,0.196264,576,b
08:51.9,-1.503817,-67.007637,-47.396946,0.066492,0.024275,0.05637,0.822717,577,b
08:52.1,-89.267174,-66.618324,-109.145035,0.011501,-0.015534,0.088547,0.209365,577,b
08:52.3,-53.259541,-36.816795,-186.366409,-0.064489,-0.061052,0.221692,0.19546,577,b
08:52.5,113.725189,-54.206108,-108.67939,-0.099561,-0.029498,0.207404,0.200049,577,b
08:52.7,184.305344,43.007633,1.320611,-0.114175,-0.020269,0.101835,0.199881,577,b
08:52.9,9.732824,24.564886,114.854965,-0.04449,0.010527,0.015047,0.19168,577,b
08:53.1,-144.732819,65.221375,124.893127,-0.035045,-0.036913,0.070307,0.207772,577,b
08:53.3,-88.206108,92.389313,132.893127,0.032393,-0.043353,0.221692,0.196691,577,b
08:53.5,44.816795,-6.152672,30.114504,0.054611,-0.020865,0.165539,0.203131,577,b
08:54.3,-57.083969,-61.083969,-50.458015,0.031311,0.018592,0.050985,0.8219,578,b
08:54.5,-115.160309,-37.687023,-196.770996,-0.000379,-0.076396,0.184022,0.209398,578,b
08:54.7,102.931297,-51.251907,-177.618317,-0.154524,-0.068061,0.221692,0.192743,578,b
08:54.9,195.92366,6.236641,-23.152672,-0.127083,-0.044003,0.118911,0.206831,578,b
08:55.1,44.366413,48.152672,99.847328,-0.070118,0.013666,-0.014072,0.197273,578,b
08:55.3,-109.908394,113.39695,112.580154,-0.028442,-0.012557,0.046709,0.197622,578,b
08:55.5,-234.061066,116.740456,114.900764,-0.038591,-0.069983,0.221692,0.205204,578,b
08:55.7,56.351147,49.748093,44.885498,-0.020269,-0.008552,0.156311,0.19475,578,b
08:56.6,-27.564886,0.854962,-58.587788,0.019214,0.011772,0.101726,0.919345,579,b
08:56.8,-55.488548,-18.48855,-154.167938,0.007442,-0.05223,0.200232,0.211445,579,b
08:57.0,20.641222,-79.297707,-224.549622,-0.138287,-0.089142,0.221692,0.194534,579,b
08:57.2,192,-34.923664,-48.099236,-0.105163,-0.04265,0.148246,0.20679,579,b
08:57.4,114.60305,70.183205,74.610687,-0.084082,0.017239,-0.034125,0.194048,579,b
08:57.6,-142.175568,19.030535,91.908394,-0.011556,-0.006576,-0.011231,0.208559,579,b
08:57.8,-213.511444,27.32061,106.832062,-0.081322,-0.046601,0.127895,0.193973,579,b
08:58.0,-21.938931,-6.19084,49.916031,-0.001867,-0.04016,0.221692,0.19394,579,b
08:58.8,2.305344,12.870229,-42.145039,-0.016616,0.040268,0.029687,0.725334,580,b
08:59.0,-95.465652,-30.526718,-72.541985,0.028578,0.000622,0.044869,0.212398,580,b
08:59.2,-86.122139,-43.67939,-228.007629,0.015561,-0.10492,0.221692,0.201105,580,b
08:59.4,152.778625,-19.473282,-118.236641,-0.166323,-0.0315,0.221692,0.198833,580,b
08:59.6,173.603058,50.419846,36.595421,-0.076802,-0.027495,0.037914,0.193225,580,b
08:59.8,-61.564884,51.038166,102.71756,-0.027874,0.006116,-0.008497,0.209214,580,b
09:00.0,-173.129776,90.221375,62.32061,-0.028361,-0.025763,0.107869,0.194049,580,b
09:00.2,-148.099243,-28.938931,79.229004,-0.054828,-0.050417,0.198906,0.196393,580,b
09:01.1,-3.839695,64.977097,-74.625954,-0.016589,0.002842,0.074502,0.922702,581,b
09:01.3,-60.137405,36.0229,-119.145035,0.033557,-0.07212,0.148435,0.209751,581,b
09:01.5,116.160309,-82.763359,-110.427483,-0.154957,-0.074908,0.219176,0.193957,581,b
09:01.7,201.236649,9.312977,-0.19084,-0.105217,-0.038915,0.055423,0.20778,581,b
09:01.9,7.51145,36.251907,58.061069,-0.050038,0.024491,0.002463,0.194195,581,b
09:02.1,-189.992371,73.213737,99.251907,-0.018673,-0.038076,0.044571,0.210959,581,b
09:02.3,-206.534348,43.32061,49.67939,-0.030255,-0.078345,0.221692,0.199562,581,b
09:02.5,42.534351,-39.824429,-11.374045,-0.02257,-0.023788,0.133849,0.192081,581,b
09:03.3,-46.328243,36.145039,-72.694656,0.004492,0.021812,0.016373,0.819339,582,b
09:03.5,-44.70229,-15.969465,-120.083969,-0.026142,-0.058644,0.143158,0.210527,582,b
09:03.7,90.534348,-5.717557,-143.2061,-0.120534,-0.065274,0.206294,0.19459,582,b
09:03.9,250.137405,24.541985,-63.213741,-0.082702,-0.107166,0.093608,0.192482,582,b
09:04.1,18.587786,56.870228,64.946564,-0.068927,0.023733,-0.023246,0.21479,582,b
09:04.3,-181.045807,51.946564,77.916031,0.019918,-0.015344,0.009228,0.187997,582,b
09:04.5,-219.618317,113.091606,52.740459,-0.047115,-0.092525,0.151223,0.210533,582,b
09:04.7,10.343512,-34.64122,13.648855,-0.038699,-0.044679,0.162941,0.194819,582,b
09:05.4,27.519083,0.51145,-10.519084,0.005927,0.018023,0.107761,0.730655,583,b
09:05.6,-58.839695,50.809162,-83.442749,0.020919,-0.037995,0.118234,0.19151,583,b
09:05.8,3.175573,-44.61832,-151.274811,-0.109872,-0.063704,0.164808,0.210808,583,b
09:06.0,149.106873,-13.206107,-69.076332,-0.151791,-0.041757,0.172412,0.202488,583,b
09:06.2,155.786255,0.549618,45.70229,-0.078345,-0.017428,0.001028,0.186347,583,b
09:06.4,-44.091602,33.946564,112.374046,-0.036047,-0.005439,0.047061,0.214612,583,b
09:06.6,-193.801529,71.648857,147.610687,-0.042027,-0.069847,0.128761,0.191007,583,b
09:06.8,29.67939,67.213737,38.374046,-0.011934,-0.050796,0.221692,0.209531,583,b
09:07.8,-2.977099,21.969465,-65.190842,0.000839,0.03058,0.046222,0.911823,584,b
09:08.0,-58.984734,36.412212,-154.885498,-0.022462,-0.046168,0.077398,0.206278,584,b
09:08.2,14.770992,-101.274811,-186.419846,-0.09009,-0.119371,0.221692,0.192376,584,b
09:08.4,220.778625,-48.709923,-74.366409,-0.119966,-0.095367,0.156365,0.209096,584,b
09:08.6,140.938934,-13.664123,98.923668,-0.076153,-0.000649,0.004682,0.198539,584,b
09:08.8,-89.251907,69.916031,123.877861,-0.030905,0.0023,0.011501,0.206586,584,b
09:09.0,-198.740463,163.778625,96.786263,-0.033909,-0.054963,0.135852,0.19354,584,b
09:09.2,55.450382,86.664124,47.778625,-0.000731,-0.065301,0.221692,0.20778,584,b
09:09.4,27.496183,-21.595419,-5.29771,-0.032041,-0.018023,0.096855,0.193262,584,b
09:10.2,12.519084,-0.381679,-3.587786,-0.031852,0.048225,0.035532,0.825389,585,b
09:10.4,-111.015266,28.641222,-85.152672,0.020838,-0.031013,0.11523,0.209469,585,b
09:10.6,-36.335876,-40.984734,-195.030533,-0.069035,-0.075774,0.221692,0.193958,585,b
09:10.8,226,-85.67939,-93.96183,-0.103269,-0.062405,0.189489,0.197399,585,b
09:11.0,85.083969,-6.091603,66.587784,-0.061566,0.010013,-0.027062,0.20731,585,b
09:11.2,-113.557251,-20.374046,191.854965,-0.009634,-0.017644,0.023111,0.195111,585,b
09:11.4,-133.916031,109.267174,225.312973,0.002517,-0.101483,0.221692,0.20976,585,b
09:12.5,28.908398,76.068703,-71.435112,-0.007009,0.044598,0.072932,1.116308,586,b
09:12.7,-55.67939,14.770992,-95.969467,0.031825,0.002571,0.074691,0.194189,586,b
09:12.9,56.213741,-74,-244.496185,-0.059888,-0.088872,0.190382,0.211545,586,b
09:13.1,174.694656,34.251907,-174.43512,-0.188406,-0.117612,0.208513,0.194361,586,b
09:13.3,240.389313,29.954199,53.114502,-0.118505,-0.055829,0.086436,0.209115,586,b
09:13.5,-35.786259,45.961834,200.007629,-0.049199,-0.009715,-0.029444,0.193911,586,b
09:13.7,-137.099243,150.702286,199.312973,-0.006468,-0.076694,0.12868,0.192684,586,b
09:13.9,-48.190838,73.916031,143.450378,0.084515,-0.103323,0.221692,0.210439,586,b
09:14.8,63.809162,67.412216,9.106871,-0.050796,0.052988,0.075233,0.823411,587,b
09:14.9,-50.557251,54.687023,-36.694656,0.007117,0.023977,0.057317,0.192651,587,b
09:15.2,-74.96183,13.38168,-147.450378,-0.042866,-0.036723,0.159829,0.210432,587,b
09:15.3,18.015266,-101.458015,-247.625961,-0.090414,-0.096124,0.193656,0.192767,587,b
09:15.5,250.137405,-9.519084,-90.419846,-0.143808,-0.092119,0.115934,0.195039,587,b
09:15.8,92.526718,78.839691,121.129768,-0.032285,0.006793,-0.001732,0.207652,587,b
09:16.0,-165.2061,12.099236,96.152672,0.010257,-0.022732,0.02717,0.209927,587,b
09:16.2,-169.175568,112.335876,188.557251,-0.081457,-0.094528,0.221692,0.194449,587,b
09:31.4,12.900764,1.801527,11.59542,-0.054422,0.022813,0.149545,15.270538,588,b
09:31.6,-13.282443,-10.412213,-11.511451,-0.022732,0.006441,0.050308,0.20737,588,b
09:31.8,-91.687019,-6.343512,-49.213741,-0.002409,-0.022164,0.119371,0.191451,588,b
09:32.0,-21.732824,-24.564886,-89.290077,-0.021623,-0.031013,0.221692,0.208816,588,b
09:32.2,71.503815,-4.137404,-39.725189,-0.043326,-0.036723,0.179584,0.200417,588,b
09:32.4,98.992363,-3.648855,-1.664122,-0.039294,-0.011583,0.142915,0.200789,588,b
09:32.6,33.725189,-31.244274,35.893131,-0.012178,0.004601,0.029065,0.199031,588,b
09:32.8,-46.992367,15.664123,68.595421,-0.00138,-0.001759,0.0853,0.192636,588,b
09:33.0,-97.129768,8.007633,60.946564,0.010635,-0.017509,0.169111,0.210437,588,b
09:33.2,4.89313,-12.877863,19.87023,0.005196,-0.018348,0.156527,0.194508,588,b
09:34.3,-12.244275,-5.549618,-9.099236,-0.01345,0.020297,0.083919,1.113404,589,b
09:34.6,-90.473282,22.80916,-53,-0.009012,-0.014722,0.096368,0.209357,589,b
09:34.8,-108.39695,18.80916,-96.847328,-0.025141,-0.042677,0.171141,0.205967,589,b
09:35.0,92.312981,-72.251907,-58.67939,-0.029173,-0.035343,0.191329,0.198422,589,b
09:35.2,83.610687,25.48855,-23.396946,-0.044625,-0.026169,0.11431,0.195141,589,b
09:35.4,68.251907,8.40458,30.900763,-0.023544,0.003735,0.106679,0.209516,589,b
09:35.6,15.679389,-13.312977,56.404579,-0.008254,0.017834,0.058725,0.202153,589,b
09:35.8,-75.496185,4.099236,68.832062,-0.026575,-0.003599,0.099967,0.186894,589,b
09:36.0,-78.625954,28.435114,13.725191,0.028145,0.000649,0.171817,0.211097,589,b
09:36.2,5.282443,27.496183,-21.282442,-0.008362,-0.008579,0.157068,0.193182,589,b
09:37.0,-77.152672,-33.969467,11.320611,0.014289,0.005602,0.088601,0.822156,590,b
09:37.2,-84.190842,17.122137,-46.442749,0.008443,-0.013802,0.149464,0.210561,590,b
09:37.4,-7.778626,-81.061066,-63.038166,0.020892,-0.014884,0.221557,0.18802,590,b
09:37.6,70.587784,20.244274,-51.923664,-0.00893,-0.019322,0.188054,0.21042,590,b
09:37.8,67.305344,-0.396947,8.488549,-0.034802,-0.006008,0.078047,0.194575,590,b
09:38.0,-7.19084,8.351145,58.648853,-0.003464,0.006928,0.070686,0.208662,590,b
09:38.2,-32.496181,10.870229,64.938934,0.013693,-0.017888,0.108708,0.192257,590,b
09:38.4,-19.984734,-7.29771,25.664122,0.04265,-0.002165,0.168949,0.209784,590,b
09:38.6,65.061066,-32.70229,38.007633,0.0456,-0.011312,0.157014,0.202666,590,b
09:39.3,-52.083969,-37.603054,3.114504,0.011637,0.015912,0.04357,0.723163,591,b
09:39.5,-97.083969,-7.251908,-54.900764,0.023896,-0.017374,0.145567,0.1867,591,b
09:39.7,-11.954199,-30.374046,-78.251907,-0.007171,-0.034964,0.221097,0.210607,591,b
09:39.9,75.366409,29.274809,-54.389313,-0.027252,-0.020324,0.179178,0.192621,591,b
09:40.1,81.022903,4.755725,14,-0.031852,-0.012043,0.077831,0.211057,591,b
09:40.3,-24.007633,0.916031,71.71756,-0.009309,0.00322,0.089034,0.194682,591,b
09:40.5,-82.946564,18.221375,85.847328,0.02598,-0.01667,0.079184,0.198983,591,b
09:40.7,-4.458015,-28.404581,34.106869,0.097721,0.002842,0.156202,0.205046,591,b
09:40.9,-28.076336,95.938934,16.816793,-0.020486,-0.022895,0.177527,0.193676,591,b
09:41.7,-15.885496,-24.045801,-41.038166,0.019025,0.015263,0.071579,0.825707,592,b
09:41.9,-87.427483,4.954198,-38.587788,0.010419,-0.016021,0.107301,0.209248,592,b
09:42.1,-43.0229,-22.389313,-75.610687,0.03261,-0.020946,0.218283,0.193929,592,b
09:42.3,77.618324,26.519083,-54.244274,-0.026061,-0.030661,0.210516,0.194148,592,b
09:42.5,78.977097,10.503817,13.748092,-0.043678,-0.010798,0.08438,0.211579,592,b
09:42.8,1.656489,-14.297709,73.572517,0.003599,0.012882,0.079319,0.203892,592,b
09:43.0,-28.580153,17.801527,69.160309,0.040133,-0.011745,0.110765,0.198884,592,b
09:43.1,-51.496181,15.305344,44.755726,0.028496,-0.000866,0.169923,0.194624,592,b
09:43.3,4.664122,15.045801,-16.801527,0.034856,-0.026954,0.14987,0.195469,592,b
09:44.3,-65.824425,-9.748092,-29.366413,0.009147,0.006847,0.087167,0.920116,593,b
09:44.5,-114.167938,24.396946,-39.748093,0.052365,-0.009905,0.140831,0.209236,593,b
09:44.7,-11.961832,19.206106,-73.984734,0.01686,-0.0164,0.221692,0.192593,593,b
09:44.9,84.389313,3.748092,-45.076336,-0.012503,-0.017672,0.142996,0.216876,593,b
09:45.1,60.190838,14.984733,24.12977,-0.025032,0.005764,0.096747,0.189779,593,b
09:45.3,-10.732824,12.458015,67.916031,-0.011231,0.010121,0.042623,0.210163,593,b
09:45.5,-59.198475,53.030533,43.435116,0.035045,0.002354,0.080699,0.200062,593,b
09:45.7,-4.496183,-0.80916,1.931298,0.027657,0.005412,0.195605,0.201623,593,b
09:46.8,-60.992367,-17.61832,-33.404579,0.037752,0.000839,0.092985,1.113209,594,b
09:47.0,-75.587784,-12.412213,-49.67939,0.02671,-0.012963,0.150844,0.205592,594,b
09:47.2,-11.709924,-17.48855,-74.305344,-0.017672,-0.013883,0.221692,0.193591,594,b
09:47.4,82.28244,13.099236,-28.977098,-0.024978,-0.01778,0.144999,0.208013,594,b
09:47.6,52.496181,8.946565,19.083969,-0.023815,0.006522,0.097965,0.194009,594,b
09:47.8,-11.114504,-0.870229,59.549618,-0.014803,0.007469,0.051743,0.210045,594,b
09:48.0,-78.083969,-4.206107,85.091606,-0.006008,-0.019864,0.09626,0.193904,594,b
09:48.2,-48.801525,23.549618,20.206106,0.051905,-0.000487,0.200963,0.209606,594,b
09:49.2,-17.038168,-38.893131,-21.259542,-0.001867,0.016237,0.083811,1.022426,595,b
09:49.4,-58.038166,-14.297709,-36.007633,-0.014235,-0.004979,0.149166,0.193103,595,b
09:49.6,-43.633587,-29.114504,-40.541985,0.042163,-0.013477,0.150546,0.204432,595,b
09:49.8,45.473282,3.206107,-73.167938,-0.062486,-0.036994,0.221422,0.192086,595,b
09:50.0,76.572517,2.21374,-9.526717,-0.016075,-0.014911,0.121563,0.211241,595,b
09:50.2,48.251907,6.961832,44.480915,-0.032393,0.007523,0.075774,0.193875,595,b
09:50.4,-41.732826,14.015267,41.916031,0.003816,0.003464,0.071769,0.210276,595,b
09:50.6,-98.458015,4.503817,51.992367,-0.014235,-0.016562,0.12159,0.19494,595,b
09:50.8,-56.030533,33.908398,42.38168,0.023896,-0.015263,0.188027,0.206466,595,b
09:51.7,-29.755726,-40.832062,3.770992,0.004898,0.021352,0.035343,0.912147,596,b
09:52.0,-85.03817,-32.496181,-18.267176,0.012503,0.00249,0.107112,0.206032,596,b
09:52.1,-63.412212,-7.030534,-53.854961,0.013342,-0.011934,0.183264,0.193018,596,b
09:52.4,42.145039,-20,-63.969467,-0.017428,-0.015155,0.20283,0.213238,596,b
09:52.6,86.908394,19.923664,3.763359,-0.040295,-0.011718,0.123511,0.191762,596,b
09:52.8,27.38168,-18.503817,56.419846,-0.006684,0.009336,0.046493,0.210925,596,b
09:53.0,-75.183205,15.358779,79.931297,0.009634,-0.006116,0.083757,0.197351,596,b
09:53.2,-37.503819,19.854961,34.70229,0.059131,-0.00322,0.168759,0.192925,596,b
09:54.3,-99.572517,-31.083969,-13.068703,-0.009255,-0.002273,0.102457,1.132431,597,b
09:54.5,-74.824425,-17.19084,-44.587788,0.019268,-0.016968,0.151899,0.202075,597,b
09:54.7,18.641222,-19.946566,-61.992367,0.001894,-0.009634,0.200665,0.198487,597,b
09:54.9,94.778625,5.778626,-20.664122,-0.016237,-0.01916,0.124621,0.20096,597,b
09:55.1,57.167938,5.19084,25.29771,-0.021433,0.005954,0.070767,0.202761,597,b
09:55.3,-33.427483,-9.236641,49.580154,-0.000162,0.008714,0.072959,0.199392,597,b
09:55.5,-72.687019,48.687023,70.595421,0.042487,-0.015019,0.112362,0.199641,597,b
09:55.7,-22.465649,-42.213741,42.832062,0.06779,-0.003166,0.180991,0.200969,597,b
09:56.7,-93.106873,-17.450382,-38.664124,-0.034667,-0.005764,0.033449,1.019185,598,b
09:56.9,-55.694656,-4.335878,-50.122139,0.039484,-0.004952,0.158042,0.193406,598,b
09:57.1,-21.236641,-23.694656,-71.625954,-0.003356,-0.023842,0.18321,0.208815,598,b
09:57.3,79.167938,13.603053,-23.335878,-0.022597,-0.02146,0.154579,0.190116,598,b
09:57.5,69.412216,17.32061,22.099237,-0.043191,-0.002842,0.079562,0.209972,598,b
09:57.7,-22.29771,14.694656,46,-0.006278,0.008254,0.076207,0.193457,598,b
09:57.9,-47.717556,24.38168,80.106873,0.060186,-0.018077,0.142265,0.20889,598,b
09:58.1,-8.198473,-14.335877,26.160305,0.057317,-8.10E-05,0.183562,0.194019,598,b
09:59.0,-4.419847,-34.625954,-3.954198,0.015777,0.015912,0.023625,0.919837,599,b
09:59.2,-85.442749,-17.641222,-33.35878,0.021163,-0.006549,0.139749,0.215898,599,b
09:59.4,-51.786259,7.274809,-69,-0.013856,-0.020919,0.221692,0.188177,599,b
09:59.6,64.274811,-8.374045,-49.923664,0.006305,-0.018971,0.154389,0.209154,599,b
09:59.8,72.480919,14.465649,11.587787,-0.025817,-0.005115,0.110034,0.194343,599,b
10:00.0,20.312977,-3.145038,31.984734,-0.023598,0.016941,0.063271,0.209409,599,b
10:00.2,-47.893131,4.755725,67.870232,0.003112,-0.004411,0.095313,0.192941,599,b
10:00.4,-65.824425,45.534351,60.267174,0.038699,-0.01851,0.128193,0.208953,599,b
10:00.6,-15.099236,16.29771,8.229008,0.045329,-0.009093,0.158827,0.195335,599,b
10:01.6,-81.442749,-3.801527,-4.328244,0.015344,0.009066,0.115663,0.921244,600,b
10:01.8,-74.198471,9.763359,-59.572517,0.020513,-0.010094,0.153929,0.194629,600,b
10:02.0,-10.389313,-72.190842,-56.503819,-0.008443,-0.015588,0.186999,0.210881,600,b
10:02.2,66.770996,-25.198473,-37.190838,-0.023571,-0.011907,0.162697,0.193894,600,b
10:02.4,63.519085,-2.89313,23.343512,-0.019133,0.001137,0.081917,0.209978,600,b
10:02.6,-10.038168,5.969466,63.038166,-0.026358,0.000974,0.071498,0.19233,600,b
10:02.8,-51.931297,55.809162,80.885498,0.020324,-0.024356,0.146189,0.209999,600,b
10:03.0,-13.763359,15.740458,30.480917,0.066627,-0.008903,0.161506,0.19269,600,b
10:04.0,-58.061069,-57.633587,6.503817,-0.010852,-0.00046,0.070903,1.02123,601,b
10:04.2,-90.106873,14.259542,-55.038166,0.022218,-0.015831,0.144809,0.205524,601,b
10:04.4,-12.923664,1.923664,-85.114502,0.015967,-0.016833,0.191302,0.193972,601,b
10:04.6,65.251907,1.267176,-33.740459,-0.028956,-0.01188,0.153875,0.21048,601,b
10:04.8,61.969467,-5.648855,12.847328,-0.012097,0.000595,0.090523,0.192153,601,b
10:05.0,-16.442749,19.625954,46.366413,-0.007523,0.003491,0.087843,0.210267,601,b
10:05.2,-47.816795,17.022902,101.687019,0.020865,-0.025465,0.119127,0.191069,601,b
10:05.4,-11.129771,-3.076336,21.656488,0.074123,-0.001515,0.185971,0.211632,601,b
10:06.4,-61.65649,-19.740458,-7.625954,0.011745,0.008525,0.056749,1.016783,602,b
10:06.6,-77.557251,0.236641,-41.053436,0.009418,-0.011988,0.131873,0.193974,602,b
10:06.8,-22.114504,1.557252,-79,0.020838,-0.014641,0.206727,0.209653,602,b
10:07.0,58.106869,3.221374,-45.213741,-0.008362,-0.013152,0.146541,0.193662,602,b
10:07.2,57.671757,-1.51145,9.099236,-0.029416,0.002138,0.097234,0.208725,602,b
10:07.4,-5.954198,27.458015,67.694656,0.008389,0.004519,0.085814,0.192379,602,b
10:07.6,-60.374046,-0.030534,69.099236,0.004601,-0.021135,0.139126,0.213049,602,b
10:07.8,-20.893129,-3.732824,18.274809,-0.011691,-0.015994,0.170789,0.200605,602,b
10:10.8,35.137405,2.038168,1.908397,-0.018916,0.038645,0.118478,2.923524,603,b
10:11.0,-47.519085,-6.244275,-13.465649,0.000406,0.014343,0.06595,0.198042,603,b
10:11.2,-113.061066,-97.335876,-36.091602,-0.003762,-0.01851,0.178853,0.207222,603,b
10:11.4,18.946566,16.824427,-64.496185,0.004168,-0.018213,0.190246,0.193371,603,b
10:11.6,71.732826,16.290077,-38.725189,-0.030743,-0.009174,0.136149,0.204206,603,b
10:11.8,41.007633,52.725189,12.312977,-0.057399,0.008525,0.072472,0.207138,603,b
10:12.0,-23.717558,13.641221,43.931297,-0.018565,0.007063,0.069901,0.194001,603,b
10:12.2,-72.366409,25.251909,47.580154,0.012909,-0.001164,0.115717,0.199971,603,b
10:12.4,-6.78626,-5.496183,30.038168,0.002896,0.000866,0.20919,0.205037,603,b
10:13.2,-8.229008,-8.274809,2.572519,-0.039078,0.007604,0.126136,0.824187,604,b
10:13.4,-102.068703,-104.167938,-23.312977,-0.04974,-0.004979,0.090468,0.193768,604,b
10:13.6,-4.328244,-63.893131,-61.755726,-0.025222,-0.024221,0.183914,0.194398,604,b
10:13.8,65.534348,5.78626,-56.244274,-0.056993,-0.009634,0.174361,0.211343,604,b
10:14.0,74.03817,42.893131,-1.450382,-0.088493,0.000379,0.113498,0.198205,604,b
10:14.2,7.641222,2.083969,70.557251,-0.036642,0.011826,0.060673,0.205057,604,b
10:14.4,-47.274811,-27.022902,61.412212,-0.004303,0.012827,0.103323,0.197951,604,b
10:14.6,-86.221375,43.648853,37.351147,0.013829,0.004303,0.129221,0.203325,604,b
10:14.8,16.244274,17.51145,-7.755725,-0.008903,-0.000298,0.162454,0.199982,604,b
10:15.6,-29.061069,25.961832,1.358779,-0.013315,0.007983,0.06024,0.820198,605,b
10:15.8,-92.229004,-4.076336,-73.900764,-0.033476,-0.00663,0.132225,0.193093,605,b
10:16.0,20.786259,33.885498,-75.335876,-0.02598,-0.016481,0.177852,0.20933,605,b
10:16.2,73.015266,-4.854962,-30.603054,-0.028442,-0.005791,0.154416,0.198862,605,b
10:16.4,63.572517,16.900763,15.885496,-0.06043,0.007659,0.097126,0.204321,605,b
10:16.6,2.229008,28.221375,69.35878,-0.017536,0.009851,0.068413,0.193608,605,b
10:16.8,-63.503819,2.305344,44.816795,-0.007821,0.00249,0.101591,0.208141,605,b
10:17.0,-72.526718,28.625954,6.603054,-0.002679,-0.006982,0.196498,0.194254,605,b
10:17.2,16.641222,5.48855,-8.557252,-0.019025,-0.006982,0.160018,0.192119,605,b
10:18.0,-13.709924,-16.198473,21.954199,0.010635,0.013233,0.055234,0.838606,606,b
10:18.2,-77.114502,17.465649,-31.083969,0.040079,-0.006414,0.110278,0.19326,606,b
10:18.4,-18.351145,9.931297,-71.664124,0.002896,-0.011014,0.220285,0.208841,606,b
10:18.6,81.061066,-9.725191,-47.931297,-0.0397,-0.012773,0.185023,0.194205,606,b
10:18.8,59.763359,8.954199,4.770992,-0.056993,0.01916,0.093175,0.193444,606,b
10:19.0,-2.717557,18.244274,30.198473,-0.020188,0.018781,0.052392,0.212436,606,b
10:19.2,-59.557251,41.396946,41.412212,0.004817,0.010825,0.086896,0.190181,606,b
10:19.5,-68.053436,31.412214,35.312977,0.016508,-0.014235,0.184401,0.21011,606,b
10:19.7,13.549619,-5.91603,2.580153,-0.007604,-0.005277,0.14876,0.20402,606,b
10:20.4,25.587786,25.748091,-8.534351,0.00322,0.004276,0.070145,0.71548,607,b
10:20.6,-135.396942,-81.198471,13.221375,-0.056451,-0.016264,0.162454,0.200114,607,b
10:20.8,-7.534351,-14.40458,-88.435112,-0.029931,-0.019404,0.215901,0.203943,607,b
10:21.0,73.297707,35.244274,-60.992367,-0.031933,-0.008714,0.154579,0.193926,607,b
10:21.2,66.770996,30.587786,-7.099236,-0.031392,0.010771,0.095313,0.21018,607,b
10:21.4,-12.870229,-16.473282,57.190838,-0.01713,0.017861,0.071146,0.196319,607,b
10:21.6,-61.557251,-23.389313,49.862595,-0.019052,-0.004465,0.084596,0.193097,607,b
10:21.8,-92.801529,56.419846,79.923668,-0.033205,-0.02008,0.221692,0.209345,607,b
10:22.0,30.87023,11.229008,-37.206108,0.01004,-0.016751,0.14784,0.199153,607,b
10:22.8,2.282443,60.213741,-8.770992,0.002571,0.012882,0.068305,0.82593,608,b
