timestamp,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
2025-09-30T12:52:52.819660,1.557252,-11.396947,0.51145,0.019728,-0.006224,0.048333
2025-09-30T12:52:53.015214,26.648855,-17.557251,52.801525,-0.049632,0.016968,0.091849
2025-09-30T12:52:53.213566,49.687023,27.633587,9.236641,-0.044869,0.016751,0.15033
2025-09-30T12:52:53.418427,29.633587,23.862595,-64.335876,0.040864,0.022083,0.159423
2025-09-30T12:52:53.613772,-40.770992,-10.236641,-77.694656,0.047088,0.020892,0.073095
2025-09-30T12:52:53.821019,-57.29771,-40.572517,26.015266,-0.036236,-0.023328,0.059104
2025-09-30T12:52:54.873275,-8.091603,7.564886,-10.152672,0.040593,-0.012259,0.072229
2025-09-30T12:52:55.064424,-26.641222,-5.961832,25.030535,-0.026683,0.010473,0.071417
2025-09-30T12:52:55.272880,40.083969,-26.496183,42.862595,-0.058454,0.019864,0.132144
2025-09-30T12:52:55.466628,40.541985,62.221375,-18.274809,5.40E-05,0.021027,0.175849
2025-09-30T12:52:55.675426,3.51145,-21.503817,-103.404579,0.077398,0.031311,0.100563
2025-09-30T12:52:55.883502,-72.526718,-25.076336,-20.083969,-0.018077,-0.015994,0.026521
2025-09-30T12:52:56.935805,9.687023,0.374046,1.603053,0.021217,-0.017509,0.066952
2025-09-30T12:52:57.130266,-10.587787,-31.335878,32.152672,-0.008822,-0.000108,0.067087
2025-09-30T12:52:57.325324,52.412212,-3.740458,35.801525,-0.051905,0.012178,0.12389
2025-09-30T12:52:57.533322,56.572517,60.549618,-19.900763,-0.015777,0.022326,0.159856
2025-09-30T12:52:57.727925,1.229008,-34.038166,-102.969467,0.062946,0.021839,0.1191
2025-09-30T12:52:57.937242,-28.885496,-13.763359,-45.786259,0.021163,0.003275,0.050011
2025-09-30T12:52:58.130867,-80.916031,-36.267174,54.717556,-0.044192,-0.026061,0.092742
2025-09-30T12:52:59.181199,9.709924,7.954198,-7.625954,0.026683,-0.022543,0.071687
2025-09-30T12:52:59.391118,-22.603054,-8.122137,21.007633,-0.010527,-0.000595,0.067033
2025-09-30T12:52:59.585197,48.534351,-14.572519,44.305344,-0.055504,0.005467,0.13071
2025-09-30T12:52:59.792535,42.183205,37.259541,-11.984733,-0.017753,0.013937,0.16765
2025-09-30T12:52:59.987056,10.427481,-18.725191,-100.71756,0.072066,0.014992,0.10492
2025-09-30T12:53:00.194960,-48.580154,-11.083969,-35.267174,0.012124,-0.009824,0.040431
2025-09-30T12:53:01.245983,-3.870229,-11.526717,16.595419,0.008227,0.000271,0.051607
2025-09-30T12:53:01.438774,14.251908,-11.557252,50.137405,-0.038509,0.005277,0.10224
2025-09-30T12:53:01.647568,49.259541,38.488548,11.656488,-0.037102,0.019891,0.163753
2025-09-30T12:53:01.841196,45.137405,-28.786259,-90.801529,0.068575,0.024843,0.135879
2025-09-30T12:53:02.050702,-63.717556,-2.40458,-58.595421,0.025925,0.008525,0.047521
2025-09-30T12:53:03.198693,3.618321,-4.534351,6.374046,0.011826,-0.008335,0.056343
2025-09-30T12:53:03.397042,-9.442748,-14.969465,45.114502,-0.031906,0.004492,0.101618
2025-09-30T12:53:03.602878,27.557251,26.832062,25.519083,-0.042731,0.00571,0.143808
2025-09-30T12:53:03.796650,34.282444,12.900764,-66.435112,0.032907,0.011853,0.15853
2025-09-30T12:53:04.006308,-20.770992,8.954199,-89.076332,0.051066,0.007821,0.076017
2025-09-30T12:53:04.199362,-62.519085,-20.839695,19.48855,-0.021352,-0.012584,0.045843
2025-09-30T12:53:05.250953,-3.343511,5.045802,-1.076336,0.019404,-0.014072,0.067276
2025-09-30T12:53:05.460770,5.969466,-22.664122,36.541985,-0.02782,0.003139,0.076829
2025-09-30T12:53:05.657028,42.396946,-6.335878,24.022902,-0.045248,0.017699,0.14305
2025-09-30T12:53:05.862058,63.244274,13.938931,-52.984734,0.025574,0.021568,0.157637
2025-09-30T12:53:06.056084,-19.824427,-16.045801,-94.366409,0.070226,0.019945,0.086084
2025-09-30T12:53:06.250687,-51.862595,-31.022902,12.511451,-0.038888,-0.02073,0.052825
2025-09-30T12:53:07.415608,-12.274809,0.259542,-10.526717,0.027252,-0.013964,0.088493
2025-09-30T12:53:07.619435,-5.480916,-9.282443,21.19084,-0.007902,-0.003924,0.069171
2025-09-30T12:53:07.820054,78.847328,-52.152672,48.137405,-0.046493,0.011583,0.127327
2025-09-30T12:53:08.031543,34.549618,42.725189,-22.274809,-0.008741,0.028902,0.16765
2025-09-30T12:53:08.225605,0.687023,-14.847328,-97.290077,0.066167,0.017401,0.106489
2025-09-30T12:53:08.420350,-56.854961,-22.816793,-39.473282,0.018159,-0.002354,0.047737
2025-09-30T12:53:09.667214,1.473282,-20.274809,12.969465,-0.000135,-0.003599,0.056912
2025-09-30T12:53:09.878204,43.992367,9.412213,56.244274,-0.042271,0.008714,0.114581
2025-09-30T12:53:10.070572,58.725189,40.961834,-16.549618,-0.016237,0.021596,0.15374
2025-09-30T12:53:10.277056,26.541985,-10.320611,-88.419846,0.056316,0.024383,0.128382
2025-09-30T12:53:10.466833,-52.122139,-27.786259,-66.251907,0.03307,0.008795,0.058183
2025-09-30T12:53:10.673483,-63.351147,-26.541985,36.694656,-0.024166,-0.015777,0.084677
2025-09-30T12:53:11.822891,0.19084,-11.297709,15.274809,0.011474,-0.01207,0.040783
2025-09-30T12:53:12.034606,18.610687,13.511451,52.030533,-0.04246,0.008497,0.094447
2025-09-30T12:53:12.229696,80.984734,3.503817,19.816793,-0.039456,0.015885,0.167622
2025-09-30T12:53:12.422980,31.862595,-40.801525,-87.625954,0.068765,0.012097,0.129465
2025-09-30T12:53:12.633119,-73.389313,15.59542,-63.511452,0.020107,-0.001705,0.051905
2025-09-30T12:53:13.785199,7.519084,5.870229,-9.778625,0.025574,-0.01805,0.055234
2025-09-30T12:53:13.978932,-9.709924,-11.419847,44.167938,-0.023246,0.004546,0.079129
2025-09-30T12:53:14.191295,42.572517,-19.465649,37.190838,-0.043083,0.024302,0.148057
2025-09-30T12:53:14.385552,58.213741,25.351145,-41.839695,0.007009,0.030986,0.159747
2025-09-30T12:53:14.591578,-16.877863,-8.351145,-96.885498,0.052311,0.018456,0.102755
2025-09-30T12:53:14.797327,-59.038166,-24.67939,-27.770992,0.008335,-0.004195,0.050904
2025-09-30T12:53:15.750261,-6.198473,-7.59542,13.931297,-0.005142,-0.011664,0.055423
2025-09-30T12:53:15.950913,36.267174,4.458015,55.854961,-0.029795,0.000216,0.092417
2025-09-30T12:53:16.144162,69.870232,12.236641,26.022902,-0.036317,0.033124,0.14922
2025-09-30T12:53:16.341165,47.526718,2.282443,-59.099236,0.025059,0.029741,0.151954
2025-09-30T12:53:16.546672,-32.396946,-16.954199,-99.39695,0.054828,0.018916,0.086842
2025-09-30T12:53:16.745387,-62.038166,-29.305344,-6.305344,-0.012421,-0.013775,0.058833
2025-09-30T12:53:17.696029,-5.305344,-7.183206,11.549619,-0.003816,-0.019133,0.045194
2025-09-30T12:53:17.897113,20.366413,-11.603053,54.061069,-0.035424,0.010662,0.096936
2025-09-30T12:53:18.103238,50.763359,29.045801,5.251908,-0.041676,0.034017,0.158151
2025-09-30T12:53:18.298551,48.106869,-5.068702,-61.61832,0.041676,0.028956,0.151899
2025-09-30T12:53:18.505006,-41.961834,-19.48855,-90.877861,0.049524,0.019674,0.079319
2025-09-30T12:53:18.701314,-64.96183,-10.610687,14.839695,-0.032258,-0.022867,0.060592
2025-09-30T12:53:19.762553,-24.274809,-1.587786,20.862595,-0.011177,0.00414,0.068278
2025-09-30T12:53:19.961068,75.35878,-13.206107,45.916031,-0.054557,0.026034,0.125
2025-09-30T12:53:20.150922,58.572517,66.938934,-11.854961,-0.015317,0.036047,0.151142
2025-09-30T12:53:20.361279,18.061069,-21.229008,-98.435112,0.056018,0.032962,0.130006
2025-09-30T12:53:20.556229,-66.251907,-35.61832,-56.694656,0.025195,0.006441,0.057317
2025-09-30T12:53:20.765531,-85.145035,-11.488549,44.38168,-0.040647,-0.036155,0.066113
2025-09-30T12:53:21.720554,-17.068703,-16.61832,15.977099,0.002517,-0.010446,0.059212
2025-09-30T12:53:21.917838,73.709923,-16.656488,55.305344,-0.04882,0.005412,0.105732
2025-09-30T12:53:22.116969,67.534348,50.908398,6.641222,-0.041161,0.031311,0.151683
2025-09-30T12:53:22.322712,48.717556,-0.412214,-81.748093,0.038969,0.034396,0.154524
2025-09-30T12:53:22.518440,-37.67939,-53.29771,-97.015266,0.049848,0.024545,0.071146
2025-09-30T12:53:22.719283,-75.519081,-24.839695,26.885496,-0.022624,-0.029416,0.064354
2025-09-30T12:53:23.476774,4.427481,-4.206107,-3.061069,0.025141,-0.018402,0.06116
2025-09-30T12:53:23.677130,-15.503817,-16.221375,46.389313,-0.02211,0.005088,0.08124
2025-09-30T12:53:23.870732,60.129772,-1.816794,40.801525,-0.05296,0.02395,0.134444
2025-09-30T12:53:24.064039,66.954201,23.534351,-35.412212,-0.008606,0.036263,0.161831
2025-09-30T12:53:24.272292,8.007633,-48.709923,-105.03817,0.055531,0.026142,0.109277
2025-09-30T12:53:24.465439,-58.503819,-30.435114,-33.267174,0.022624,-0.005872,0.052744
2025-09-30T12:53:25.329831,0.022901,-3.549618,4.427481,0.012205,-0.019755,0.064678
2025-09-30T12:53:25.534343,7.175572,-48.083969,53.015266,-0.016129,0.003599,0.071714
2025-09-30T12:53:25.730523,66.541985,10.984733,30.099237,-0.054043,0.022489,0.120589
2025-09-30T12:53:25.931340,51.412212,78.106873,-19.541985,0.001976,0.036182,0.170464
2025-09-30T12:53:26.133977,-0.312977,-69.419846,-122.809158,0.065734,0.026548,0.092444
2025-09-30T12:53:26.332678,-59.580154,-27.030535,-13.145039,0.015994,-0.014532,0.046574
2025-09-30T12:53:27.283755,6.08397,-10.106871,13.541985,-0.000108,-0.016697,0.042352
2025-09-30T12:53:27.490337,53.274811,-6.824428,60.938931,-0.039294,0.019809,0.114527
2025-09-30T12:53:27.687991,42.824429,61.473282,13.053435,-0.035072,0.02736,0.146189
2025-09-30T12:53:27.882439,29.931297,-12.442748,-81.007637,0.038158,0.025141,0.148138
2025-09-30T12:53:28.090414,-39.511452,-29.137405,-86.671753,0.047927,0.013937,0.073609
2025-09-30T12:53:28.291192,-79.03817,-29.152672,15.236641,-0.025628,-0.027143,0.072012
2025-09-30T12:53:29.143373,-16.106871,-22.847328,20.007633,-0.018132,-0.001624,0.056641
2025-09-30T12:53:29.330769,73.770996,-8.297709,68.786263,-0.059158,0.018916,0.130818
2025-09-30T12:53:29.541719,55.389313,46.007633,-20.938931,-0.01234,0.032339,0.155336
2025-09-30T12:53:29.735422,2.381679,-30.404581,-99.847328,0.056154,0.023733,0.122321
2025-09-30T12:53:29.949061,-62.32061,-40.664124,-51.068703,0.030445,0.001867,0.058616
2025-09-30T12:53:30.149611,-69.725189,-20.29771,59.67939,-0.025655,-0.024464,0.088872
2025-09-30T12:53:30.896552,-3.465649,-3.709924,3.045802,-0.008741,-0.021352,0.046926
2025-09-30T12:53:31.103630,39.450382,-10.290076,54.900764,-0.031663,0.012909,0.095123
2025-09-30T12:53:31.296952,34.206108,60.137405,5.175572,-0.035424,0.02598,0.152928
2025-09-30T12:53:31.490747,57.312977,-37.534351,-65.984734,0.027847,0.020351,0.136041
2025-09-30T12:53:31.700908,-35.35878,-24.946566,-82.076332,0.055261,0.013748,0.086382
2025-09-30T12:53:31.893141,-76.870232,-26.137405,-5.725191,0.007009,-0.015967,0.050904
2025-09-30T12:53:32.757285,-3.862595,2.137405,11.954199,-0.002598,-0.005412,0.046763
2025-09-30T12:53:32.946889,72.534348,-37.061069,61.625954,-0.049497,0.026115,0.113904
2025-09-30T12:53:33.157174,67.099236,64.183205,-7.961832,-0.03629,0.036669,0.148192
2025-09-30T12:53:33.351736,37.190838,-17.80916,-90.152672,0.052067,0.036886,0.146649
2025-09-30T12:53:33.544980,-62.648853,-43.70229,-76.061066,0.030472,0.018754,0.062243
2025-09-30T12:53:33.754952,-104,-23.755726,44.053436,-0.036128,-0.030661,0.064705
2025-09-30T12:53:34.609527,-29.938931,-12.625955,18.885496,0.003708,0.003383,0.0525
2025-09-30T12:53:34.807695,71.35878,-4.022901,58.755726,-0.05775,0.022651,0.112172
2025-09-30T12:53:35.011793,89.068703,51.328243,2.908397,-0.04836,0.038563,0.156716
2025-09-30T12:53:35.205363,28.793894,-8.572519,-88.854965,0.051228,0.039213,0.137908
2025-09-30T12:53:35.416012,-38.435116,-54.167938,-88.076332,0.040755,0.032069,0.066221
2025-09-30T12:53:35.613232,-80.854965,-13.206107,38.145039,-0.040295,-0.030472,0.061756
2025-09-30T12:53:36.467053,-7.21374,-17.274809,27.114504,-0.016697,-0.008362,0.048847
2025-09-30T12:53:36.659798,60.137405,2.015267,78.213737,-0.035532,0.018565,0.108762
2025-09-30T12:53:36.869504,55.267174,43.580154,-8.458015,-0.03215,0.030282,0.149139
2025-09-30T12:53:37.064704,14.106871,-21.167938,-77.343513,0.045085,0.02828,0.13439
2025-09-30T12:53:37.257866,-38.351147,-23.19084,-90.725189,0.044707,0.01437,0.070064
2025-09-30T12:53:37.466661,-35.137405,-6.358778,21.091602,-0.023463,-0.021541,0.070253
2025-09-30T12:53:38.423537,-8.053435,-5.19084,13.839695,-0.008281,-0.01207,0.053069
2025-09-30T12:53:38.615590,44.778625,-13.106871,53.236641,-0.051228,0.012882,0.100076
2025-09-30T12:53:38.827651,65.984734,53.427483,-0.969466,-0.042948,0.031338,0.163834
2025-09-30T12:53:39.019273,44.213741,-13.160305,-85.984734,0.047196,0.040512,0.150357
2025-09-30T12:53:39.229393,-18.145039,-32.541985,-85.465652,0.033503,0.017996,0.064245
2025-09-30T12:53:39.420724,-87.793892,-18.740458,46.290077,-0.032069,-0.03012,0.067195
2025-09-30T12:53:40.374353,-13.198473,-9.610687,17.099237,0.005629,-0.009336,0.058319
2025-09-30T12:53:40.584437,70.702293,-33.389313,65.946564,-0.040485,0.013829,0.093039
2025-09-30T12:53:40.777837,52.65649,71.832062,0.992366,-0.029227,0.041892,0.161128
2025-09-30T12:53:40.987870,31.106871,-1.78626,-95.419846,0.057317,0.041865,0.137529
2025-09-30T12:53:41.183323,-50.633587,-26.824427,-84.732826,0.03786,0.017915,0.068656
2025-09-30T12:53:41.377193,-76.488548,-22.687023,48.175571,-0.03031,-0.030445,0.067818
2025-09-30T12:53:42.236666,-17.015266,-7.572519,13.763359,-0.005223,-0.011583,0.048008
2025-09-30T12:53:42.441642,46.503819,-24.442749,55.832062,-0.043759,0.025925,0.114175
2025-09-30T12:53:42.634507,71.549622,60.717556,-11.641221,-0.027793,0.03629,0.15991
2025-09-30T12:53:42.844092,25.946566,-20.885496,-99.908394,0.060592,0.042948,0.125893
2025-09-30T12:53:43.038771,-64.67939,-34.190838,-81.213737,0.03196,0.010392,0.05296
2025-09-30T12:53:43.232897,-85.160309,-1.549618,46.229008,-0.027928,-0.022137,0.084596
2025-09-30T12:53:43.993330,9.541985,5.885496,3.70229,0.015128,-0.018998,0.054747
2025-09-30T12:53:44.187736,-3.038168,-35.832062,47.229008,-0.026656,0.004546,0.067682
2025-09-30T12:53:44.397658,53.816795,-6.496183,32.809162,-0.046222,0.039105,0.137394
2025-09-30T12:53:44.589218,89.32061,35.946564,-41.450382,0.009878,0.047386,0.16332
2025-09-30T12:53:44.799011,-22.503817,-47.450382,-110.664124,0.065409,0.03334,0.094798
2025-09-30T12:53:44.993986,-72.465652,-21.106871,-17.687023,0.012719,-0.007009,0.052149
2025-09-30T12:53:45.202889,-59.832062,-19.70229,47.931297,-0.023869,-0.030715,0.092661
2025-09-30T12:53:45.955734,17.458015,0.687023,-1.870229,0.02552,-0.016102,0.053285
2025-09-30T12:53:46.155855,-4.076336,-28.625954,44.625954,-0.039592,-0.002381,0.075178
2025-09-30T12:53:46.357591,60.007633,-2.564885,47.259541,-0.048279,0.02238,0.152305
2025-09-30T12:53:46.554991,68.541985,31.419847,-49.541985,0.006441,0.037292,0.162616
2025-09-30T12:53:46.755546,-7.458015,-18.580153,-105.213737,0.061783,0.026764,0.097586
2025-09-30T12:53:46.955308,-62.488548,-22.801527,-31.786259,0.016616,-0.007956,0.053854
2025-09-30T12:53:47.808072,8.099236,3.473282,-11.068703,0.023517,-0.013044,0.058752
2025-09-30T12:53:48.013646,-29.229008,-7.412214,46.236641,-0.033449,0.005629,0.071092
2025-09-30T12:53:48.215174,79.167938,-27.244274,40.167938,-0.048062,0.024708,0.137989
2025-09-30T12:53:48.415121,59.549618,24.80916,-66.931297,0.003383,0.039132,0.153388
2025-09-30T12:53:48.612877,-17.572519,-23.473282,-109.984734,0.05472,0.030661,0.102511
2025-09-30T12:53:48.807485,-64.137405,-21.473282,-25.732824,0.011474,-0.004979,0.059266
2025-09-30T12:53:49.002616,-91,-23.083969,59.687023,-0.027143,-0.018971,0.087329
2025-09-30T12:53:49.763674,-0.389313,-3.541985,-0.541985,0.018077,-0.017157,0.043029
2025-09-30T12:53:49.967443,10.198473,-20.664122,52.816795,-0.044084,0.021271,0.09193
2025-09-30T12:53:50.166655,69.290077,24.450382,12.580153,-0.044652,0.039105,0.168894
2025-09-30T12:53:50.360879,56.625954,-32.099236,-79.564888,0.033205,0.035154,0.148273
2025-09-30T12:53:50.573512,-44.946564,-19.519083,-94.671753,0.045383,0.022191,0.080645
2025-09-30T12:53:50.769204,-60.221375,-17.480917,-2.038168,0.005872,-0.005169,0.06522
2025-09-30T12:53:51.720009,-7.251908,-14.969465,8.40458,0.009932,-0.015723,0.040647
2025-09-30T12:53:51.914417,20.938931,-11.343512,44.221375,-0.031148,0.009661,0.098668
2025-09-30T12:53:52.124063,99.183205,25.832062,19.206106,-0.055315,0.029931,0.152874
2025-09-30T12:53:52.320252,54,6.351145,-52.290077,0.019836,0.043272,0.159612
2025-09-30T12:53:52.526469,-16.038168,-35.335876,-116.259544,0.058914,0.026656,0.076044
2025-09-30T12:53:52.719463,-56.35878,-7.198473,-18.832062,0.008714,-0.007063,0.055044
2025-09-30T12:53:52.929556,-31.19084,-31.282442,54.793892,-0.033286,-0.022651,0.108979
2025-09-30T12:53:53.784615,-1.748092,8.641221,-2.80916,0.034261,-0.014505,0.088872
2025-09-30T12:53:53.978291,-39.770992,-13.106871,24.091602,-0.010987,0.001407,0.057101
2025-09-30T12:53:54.172563,77.633591,-27.740458,62.183205,-0.055775,0.02441,0.122862
2025-09-30T12:53:54.384003,45.106869,47.137405,-8.61832,-0.03077,0.042948,0.160938
2025-09-30T12:53:54.590061,39.755726,-26.122137,-109.488548,0.049253,0.044301,0.120913
2025-09-30T12:53:54.785012,-54.129772,-29.992367,-81.816795,0.034937,0.009093,0.063515
2025-09-30T12:53:54.979276,-69.786263,-15.557252,41.938931,-0.013396,-0.01069,0.070605
2025-09-30T12:53:56.030491,-10.572519,-4.312977,6.923664,0.006495,-0.009634,0.057805
2025-09-30T12:53:56.239329,12.259542,-9.717557,36.893131,-0.043462,0.024599,0.102998
2025-09-30T12:53:56.440334,100.977097,25.068703,16.641222,-0.041378,0.03813,0.163211
2025-09-30T12:53:56.642972,49.770992,-10.725191,-74.198471,0.05085,0.04246,0.137042
2025-09-30T12:53:56.841639,-41.305344,-20.839695,-96.488548,0.045843,0.022218,0.064922
2025-09-30T12:53:57.042798,-74.60305,-16.145039,9.59542,-0.02165,-0.019512,0.060673
2025-09-30T12:53:57.984005,9.748092,-2.778626,0.160305,0.014451,-0.016237,0.058021
2025-09-30T12:53:58.194135,1.282443,-8.061069,38.664124,-0.022218,0.002787,0.090793
2025-09-30T12:53:58.389485,78.67939,-3.801527,30.87023,-0.05407,0.024626,0.144078
2025-09-30T12:53:58.598480,79.770996,6.473282,-52.045803,0.014343,0.043516,0.170951
2025-09-30T12:53:58.792784,-9.641221,-44.175571,-119.809158,0.062703,0.02874,0.076315
2025-09-30T12:53:59.001572,-69.557251,-14.427481,-2.89313,0.003735,-0.011393,0.05499
2025-09-30T12:53:59.937872,2.969466,1.541985,-0.938931,0.021866,-0.014586,0.050173
2025-09-30T12:54:00.145865,-6.793893,-28.877863,51.717556,-0.031338,0.018321,0.084136
2025-09-30T12:54:00.356175,79.534348,-3.854962,31.427481,-0.055261,0.034504,0.160451
2025-09-30T12:54:00.550454,80.839691,-16.007633,-60.068703,0.027387,0.045167,0.162832
2025-09-30T12:54:00.760881,-30.938931,-20.236641,-111.709923,0.057534,0.022895,0.066031
2025-09-30T12:54:00.954302,-60.198475,-17.259542,-10.137404,0.000649,-0.014451,0.064732
2025-09-30T12:54:01.907326,-5.671756,-20.839695,10.244275,-0.00111,-0.008985,0.049578
2025-09-30T12:54:02.105508,31.595419,-27.045801,64.366409,-0.050498,0.009553,0.09718
2025-09-30T12:54:02.308953,87.244278,26.32061,-5.267176,-0.039727,0.038401,0.171032
2025-09-30T12:54:02.502692,35.053436,-5.725191,-106.167938,0.061214,0.033259,0.129465
2025-09-30T12:54:02.712492,-63.038166,-17.961832,-77.618324,0.040918,0.00368,0.051093
2025-09-30T12:54:02.906920,-71.183205,-14.80916,30.938931,-0.018186,-0.01299,0.077776
2025-09-30T12:54:03.763921,-7.908397,-16.022902,-0.564885,0.012016,-0.007956,0.049848
2025-09-30T12:54:03.958267,39.671757,-27.099237,59.114502,-0.041216,0.01667,0.101185
2025-09-30T12:54:04.167874,81.847328,25.946566,26.633587,-0.041134,0.038807,0.14627
2025-09-30T12:54:04.370972,31.778625,-2.435115,-97.274811,0.031013,0.041432,0.161344
2025-09-30T12:54:04.570969,-44.251907,-53.145039,-107.839691,0.052338,0.0233,0.071823
2025-09-30T12:54:04.764606,-96.534348,-39.931297,1.48855,0.008173,-0.009418,0.054963
2025-09-30T12:54:05.718991,-15.80916,-17.427481,7.267176,0.008416,-0.015452,0.049902
2025-09-30T12:54:05.926510,53.183205,-19.465649,62.412212,-0.039186,0.019322,0.087248
2025-09-30T12:54:06.118598,78.587784,22.053434,4.78626,-0.050498,0.054692,0.167677
2025-09-30T12:54:06.327119,51.595421,-22.564886,-81.198471,0.045789,0.053935,0.160099
2025-09-30T12:54:06.524935,-27.015266,-50.198475,-112.35878,0.050768,0.026169,0.060051
2025-09-30T12:54:06.723749,-102.458015,-4.267176,24.122137,0.002679,-0.019052,0.062026
2025-09-30T12:54:07.575036,-5.29771,-10.427481,3.427481,0.013287,-0.017103,0.043759
2025-09-30T12:54:07.782531,-5.480916,-4.045802,57.053436,-0.034206,0.020865,0.087005
2025-09-30T12:54:07.978003,100.618324,-16.984734,35.870228,-0.052527,0.035938,0.16129
2025-09-30T12:54:08.171558,68.984734,25.015266,-55.282444,0.024762,0.046276,0.160099
2025-09-30T12:54:08.380505,-37.328243,-44.496181,-119.816795,0.060213,0.02395,0.082918
2025-09-30T12:54:08.580982,-90.832062,-17.572519,-15.38168,0.015398,-0.013315,0.055883
